type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,time_hours_min,time_hours_max,description,instructions,addundum_extras,confidence,count_name,frequency,quality,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review,m3_sub_area,engagement_template_id,persona_id,cadence_type,min_rev_value_eur,par_rev_value_eur,max_rev_value_eur,inherited_pattern_id
Internal,Employee,HLK Tech Lab,Tech,System Owner,System Owner,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,OpenClaw runtime health triage,env_tech_dtp_openclaw_runtime_health_triage_001,process,,,,Operator-facing triage of OpenClaw runtime health-monitor failures across five symptom classes (docker-sandbox-churn / low-context-warning / ws-token-expiration / plugins-allow-trust / bonjour-self-heal) per SOP-OPENCLAW_RUNTIME_HEALTH_TRIAGE_001.md (I87 P5; D-IH-87-A/B/C). Each event opens an OPS-87-* row in OPS_REGISTER.csv via scripts/openclaw_health_escalate.py; idempotent within-a-day. ws-token-expiration triage references upstream OpenClaw bug per P4 RCA memo until upstream fix lands.,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/SOP-OPENCLAW_RUNTIME_HEALTH_TRIAGE_001.md,Paired runbook: scripts/openclaw_health_escalate.py per akos-executable-process-catalog.mdc Rule 1. P1 MVP variant (operator-invoked CLI); full auto-emit hook deferred to follow-up. Stdlib-only Python (csv + argparse + pathlib + akos.io + akos.log).,4,1,,medium,2026-05-16,System Owner,D-IH-87-A,v3.1,,,,event_triggered,,,,pattern_paired_sop_runbook
Internal,Employee,Holistika,MKT,CMO,Brand & Narrative Manager,,,Brand Governance,tbi_mkt_prj_brand_governance_001,Audience-tag governance,tbi_mkt_prc_audience_tag_governance_001,process,,,,"Brand-and-Narrative-Manager-owned governance for the audience: [J-*] frontmatter tag system across docs/references/hlk/v3.0/_assets/advops/** + docs/references/hlk/v3.0/_assets/touchpoint-kit/** surfaces (I85; D-IH-85-A/B/C/D). AUDIENCE_REGISTRY.csv is FK SSOT for audience codes; BRAND_BASELINE_REALITY_MATRIX.md remains SSOT for deep audience content (bridge framing + objection patterns + first-doubt triggers + voice deltas). Governs minting new audience rows, modifying rows (status flips), and migrating surfaces between audience tags. Drift gate scripts/validate_audience_tags.py + INFO wiring in release-gate.py.",docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/canonicals/SOP-AUDIENCE_TAG_GOVERNANCE_001.md,Paired runbook: scripts/validate_audience_tags.py per akos-executable-process-catalog.mdc Rule 1. Event-triggered cadence: new audience row mint OR surface-tranche migration. Secondary cadence: scheduled quarterly review.,2,1,4,medium,2026-05-16,Brand & Narrative Manager,D-IH-85-A,v3.0,,,,event_triggered,,,,pattern_drift_gate_validator
Internal,Employee,Holistika,Operations,PMO,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,PMO INITIATIVE_REGISTRY program-anchors maintenance,hol_ops_dtp_72,process,,,,Maintain Program anchors prefix on INITIATIVE_REGISTRY.csv notes (Stage A) and the first-class program_anchors column (Stage B). Paired SOP: SOP-PMO_INITIATIVE_PROGRAM_ANCHORS_001.,Run scripts/pmo_program_anchor_backfill.py --list-unanchored to enumerate gaps; author proposals.csv; --apply --dry-run to preview; --apply after operator ratification; refresh coverage report; commit.,,3,,1,high,2026-05-17,PMO,D-IH-86-I,v3.1,,,,event_triggered,,,,pattern_paired_sop_runbook
Internal,Employee,HLK Tech Lab,Tech,CTO,System Owner,,,HLK Infrastructure and DevOPS,env_tech_prj_4,External-render trail gate promotion,env_tech_dtp_external_render_gate_promotion_001,process,4,2,8,Operator-gated promotion/demotion lifecycle for the external-render trail validator gate (FAIL <-> INFO) per SOP-EXTERNAL_RENDER_GATE_PROMOTION_001 (D-IH-86-Q Wave F closure of RULE 6 backfill ramp; D-IH-86-S Wave G B-G2 process_list row mint). Promotes when render-pending tracker reaches zero AND validator passes --strict --strict-freshness; demotes via AKOS_RENDER_TRAIL_STRICT=0 env override OR commit-level revert when a regression blocks an urgent commit. Cross-area cascade: System Owner ratifies the flip; Brand & Narrative Manager co-reviews when prose drift is the cause.,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-EXTERNAL_RENDER_GATE_PROMOTION_001.md,Paired runbook: scripts/validate_external_render_trail.py (mechanical gate enforcement) + scripts/validate_locale_orthography.py (sister orthography validator that surfaces taste-class regressions before they propagate to externally rendered surfaces). Per akos-executable-process-catalog.mdc Rule 1 (SOP + executable runbook pairing) + Rule 3 (cadence taxonomy: gated_operator per D-IH-72-Q). Acceptance criteria per akos-executable-process-catalog.mdc Rule 1.5 (human + automation).,Safe,per-promotion,gated_operator,Per SOP S6 acceptance criteria (human + automation),2026-05-19,System Owner,D-IH-86-S,v3.1,,,,gated_operator,,,,pattern_paired_sop_runbook
Internal,Employee,HLK Tech Lab,Tech,System Owner,System Owner,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,Application governance quarterly sweep,env_tech_dtp_app_governance_quarterly_001,process,,,,"Quarterly GitHub-org repo inventory + classification sweep per SOP-TECH_APPLICATION_GOVERNANCE_001 (D-IH-86-AE; I86 Wave H Lane F). Refreshes REPOSITORY_REGISTRY.csv with current GH metadata (pushed_at / primary_language / topics / visibility), surfaces unmanaged or stale repos for operator triage, and confirms governed repos still carry CODEOWNERS + branch protection. Secondary cadence: event_triggered when a new repo is created in the org or when an existing repo's lifecycle state changes (archived flip, ownership transfer).",docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/SOP-TECH_APPLICATION_GOVERNANCE_001.md,Paired runbook: scripts/inventory_github_repos.py (sweep / classify / audit subcommands) per akos-executable-process-catalog.mdc Rule 1. Acceptance (human): System Owner runs sweep via SOP §4 quarterly cadence. Acceptance (automation): scripts/inventory_github_repos.py audit returns 0 unmanaged + 0 missing app_class. PMO co-owner per D-IH-86-AE.,4,1,,medium,2026-05-19,System Owner,D-IH-86-AE,v3.1,,,,scheduled,,,,pattern_paired_sop_runbook
Internal,Employee,Holistika,Operations,PMO,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Operational cohesion quarterly review,ops_pmo_dtp_cohesion_quarterly_001,process,,,,"Quarterly review of the OPERATIONAL_COHESION_DOCTRINE.md routing matrix (D-IH-86-AM + AN; I86 Wave I Lane I-B). PMO + System Owner re-check §3 surface inventory against the current state of the 4 surface classes (AKOS-markdown / ERP-browser / External-render / OpenClaw runtime), §4 routing matrix against operator pain points reported since the last review, and §5 audience-class extension against AUDIENCE_REGISTRY.csv activation state. Surfaces drift findings as a new D-IH-86-* (or successor initiative) row when remediation needed. Secondary cadence: event_triggered on new audience activation (J-RC per I75; J-CO per I74) OR on new surface class (e.g. Madeira persistence vehicle if I76 P5+ promotes it to operator-facing).",docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/OPERATIONAL_COHESION_DOCTRINE.md,Paired runbook: scripts/render_operational_cohesion_index.py (validate default + index subcommands) per akos-executable-process-catalog.mdc Rule 1. Acceptance (human): PMO reviews routing matrix vs current surface inventory + audience-activation state; updates §3 / §4 / §5 if drift detected. Acceptance (automation): scripts/render_operational_cohesion_index.py validate exits 0 (all linked_canonicals exist + J-* codes valid + governance_rules exist). System Owner co-owner per D-IH-86-AN.,4,1,,medium,2026-05-19,Founder/CEO,D-IH-86-AN,v3.1,,,,scheduled,,,,pattern_paired_sop_runbook
Internal,Employee,Holistika,People,People,PMO,Holistika People and Organisational Development,hol_peopl_prj_1,People Operations,hol_peopl_ws_2,Inter-wave regression sweep,hol_peopl_dtp_inter_wave_regression_001,process,4,2,8,"Wave-close 12-dimension regression sweep against the closing wave's deliverables and all prior waves' decisions per SOP-PEOPLE_INTER_WAVE_REGRESSION_001 (D-IH-86-BK..BQ; I86 Wave M P1 mint). 7 baseline + 5 conditional dimensions per compose_REGRESSION(audience channel scenario brand governance wave_closing). Findings disposition via 5-option inline-ratify AskQuestion enum (rework-now / forward-charter-next-wave / defer-OPS / accept-as-canon / escalate-to-blocker-tracker). Secondary cadence: scheduled per-wave-cadence; INFO->FAIL ramp at Wave M+3 per D-IH-86-BN.",docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_INTER_WAVE_REGRESSION_001.md,"Paired runbook: scripts/inter_wave_regression_sweep.py (--wave-closing + --self-test modes) per akos-executable-process-catalog.mdc Rule 1. Acceptance (human): PMO or AIC role_owner executes per SOP steps 1-7 reading canonical Section 2 dimensions table directly. Acceptance (automation): scripts/inter_wave_regression_sweep.py --self-test exits 0 at every pre_commit via verification-profiles.json + --wave-closing <wave-letter> emits dated findings report at reports/regression-sweep-<YYYY-MM-DD>.md. System Owner + Founder/CEO co-owners per D-IH-86-BK + D-IH-86-BP.",Safe,per-wave-close,event_triggered,Per SOP S6 acceptance criteria (human + automation),2026-05-21,PMO,D-IH-86-BP,v3.1,,,,event_triggered,,,,pattern_inter_wave_regression_discipline
Internal,Employee,Holistika,People,People,PMO,Holistika People and Organisational Development,hol_peopl_prj_1,People Operations,hol_peopl_ws_2,Baseline index integrity sweep,hol_peopl_dtp_index_integrity_001,process,4,2,8,"Baseline-index 8-dimension integrity sweep at every wave-close + every canonical-CSV mint per SOP-PEOPLE_INDEX_INTEGRITY_001 (D-IH-86-CD..CF; I86 Wave N P3 mint). 6 baseline (IDX-01/02/03/04/07/08; always fire) + 2 conditional (IDX-05/06; fire on source-of-truth delta) per compose_INDEX(governance). Findings disposition via 5-option inline-ratify AskQuestion enum (deterministic-fix-now / manual-fix-now / defer-OPS / accept-as-canon / escalate-to-blocker-tracker). 11th Quality Fabric specialty. Secondary cadence: scheduled per-wave-cadence; INFO->FAIL ramp at Wave N close per D-IH-86-CD.",docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_INDEX_INTEGRITY_001.md,"Paired runbook: scripts/baseline_index_sweep.py (--sweep-trigger {wave_close,canonical_csv_mint,on_demand,pre_commit_self_test} + --self-test + --check + --fix --dimension IDX-NN modes) + validator wrapper scripts/validate_index_freshness.py (--self-test + --strict modes) per akos-executable-process-catalog.mdc Rule 1. Acceptance (human): PMO or AIC role_owner executes per SOP steps 1-7 reading canonical Section 2 dimensions table directly (30-60min manual probe + draft + dispose). Acceptance (automation): scripts/validate_index_freshness.py --self-test exits 0 at every pre_commit via verification-profiles.json validate_index_freshness_self_test step + --sweep-trigger wave_close emits dated findings report at reports/index-sweep-<YYYY-MM-DD>.md + JSON sidecar at artifacts/index-sweep-<YYYY-MM-DD>.json. System Owner + Founder/CEO co-owners per D-IH-86-CD + D-IH-86-CF.",Safe,per-wave-close-and-per-CSV-mint,event_triggered,Per SOP S6 acceptance criteria (human + automation),2026-05-21,PMO,D-IH-86-CF,v3.1,,,,event_triggered,,,,pattern_index_integrity_discipline
Internal,Employee,Holistika,People,People,Capability Curator,Holistika People and Organisational Development,hol_peopl_prj_1,Talent-H bearer-class processes,hol_peopl_ws_talent_h,Per-capability confidence rating review,hol_peopl_talent_h_capability_confidence_001,process,4,2,8,"Per-capability confidence-rating review per HOLISTIKA_CAPABILITY_DOCTRINE.md §6 5-dimension confidence taxonomy (Substrate / Repeatability / Quality / Translatability / Auditability rated 1-5). Quarterly cadence per People-area review rhythm. Operationalises Capability Curator's primary discipline. Will be paired with SOP-PEOPLE_CAPABILITY_CONFIDENCE_REVIEW_001.md (forward-charter to I82 P3 when CAPABILITY_CONFIDENCE_REGISTRY.csv lands). NEW row per D-IH-82-PREREQ (atomic with I82 P1 canonical-CSV mint per operator Q4 paired-mint ratification 2026-05-21). Wired into DIM-13-ROLE-PROCESS-PAIRING-COMPLETENESS regression dimension per D-IH-86-CL.",docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_CAPABILITY_CONFIDENCE_REVIEW_001.md,"Paired runbook: scripts/validate_capability_confidence_freshness.py (forward-charter to I82 P3 mint per akos-executable-process-catalog.mdc Rule 1). Acceptance (human): Capability Curator runs quarterly review per SOP steps (forward-charter authoring). Acceptance (automation): forward-charter to I82 P3. Per D-IH-82-J anti-over-horizontalism rework: Capability Curator is the only NEW Talent-H role minted at P1; this process is the first paired process to that role. Talent-H bearer-class framing per HOLISTIKA_CAPABILITY_DOCTRINE.md §4.1.",Safe,quarterly,scheduled,Per SOP acceptance criteria (forward-charter to I82 P3 authoring),2026-05-21,CPO,D-IH-82-J,v3.1,,,,scheduled,,,,pattern_capability_doctrine_bearer_class_framing
Internal,Employee,Holistika,People,People,Talent Slot — MADEIRA,Holistika People and Organisational Development,hol_peopl_prj_1,Talent-A bearer-class processes,hol_peopl_ws_talent_a,AIC capability execution and lifecycle stewardship,hol_peopl_talent_a_capability_execution_001,process,4,2,8,"AIC capability execution per HOLISTIKA_AGENTIC_DOCTRINE.md cadence + akos-people-discipline-of-disciplines.mdc RULE 3 agentic-as-DoD recursive framing. Owned by named AIC bearer (current embodiment: MADEIRA) per akos-people-discipline-of-disciplines.mdc RULE 5 role-class anchored pattern. Forward-charter to I76 P1-P3 (Madeira elevation execution) for full operationalisation. NEW row per D-IH-82-PREREQ (atomic with I82 P1 canonical-CSV mint per operator Q4 paired-mint ratification 2026-05-21). Wired into DIM-13-ROLE-PROCESS-PAIRING-COMPLETENESS regression dimension per D-IH-86-CL.",docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AGENTIC_OPERATIONS_001.md,"Paired runbook: forward-charter to I76 P1 (5-mode parity SOPs operationalise this process). Acceptance (human): N/A — Talent-A bearer is AIC, not human; AIC consumes SOP-PEOPLE_AGENTIC_OPERATIONS_001.md per akos-people-discipline-of-disciplines.mdc RULE 3 + the binary AC axis classifying AIC SOP consumption on the AC-HUMAN side per D-IH-72-S. Acceptance (automation): MADEIRA executes capabilities per HOLISTIKA_AGENTIC_DOCTRINE.md + ETHICAL_AGENTIC_BOUNDARIES.md gates; full operationalisation forward-charter to I76. Talent-A bearer-class framing per HOLISTIKA_CAPABILITY_DOCTRINE.md §4.2.",Safe,per-capability-execution,event_triggered,Per SOP acceptance criteria (forward-charter to I76 P1 operationalisation),2026-05-21,Founder,D-IH-82-K,v3.1,,,,event_triggered,,,,pattern_capability_doctrine_bearer_class_framing
Internal,Employee,Holistika,People,People,Talent Slot — AIC dispatcher,Holistika People and Organisational Development,hol_peopl_prj_1,Talent-A bearer-class processes,hol_peopl_ws_talent_a,Per-task AIC dispatcher routing,hol_peopl_talent_a_aic_dispatcher_001,process,4,2,8,"Per-task AIC framing dispatcher routes incoming capability-execution requests to the appropriate AIC instance based on per-task framing per I76 P4 MADEIRA_AIC_PER_TASK_REGISTRY (Wave Q mint). Activates when I76 P4 dispatcher pattern lands as canonical-CSV row. Status: planned (matches Talent Slot — AIC dispatcher role status). Operationalises the AIC-as-category doctrine per D-IH-70-V + akos-people-discipline-of-disciplines.mdc RULE 3 agentic-as-DoD recursive. NEW row per D-IH-82-PREREQ (atomic with I82 P1 canonical-CSV mint). Wired into DIM-13-ROLE-PROCESS-PAIRING-COMPLETENESS regression dimension per D-IH-86-CL.",docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AIC_DISPATCHER_001.md,"Paired runbook: forward-charter to I76 P4 dispatcher pattern mint (canonical-CSV gate at Wave Q). Acceptance (human): N/A — dispatcher is AIC infrastructure not human-executed. Acceptance (automation): MADEIRA_AIC_PER_TASK_REGISTRY.csv row resolution + FK-validation at dispatch time; runbook forward-chartered to I76 P4. Talent-A bearer-class framing per HOLISTIKA_CAPABILITY_DOCTRINE.md §4.2.",Safe,per-task-dispatch,event_triggered,Per SOP acceptance criteria (forward-charter to I76 P4 dispatcher mint),2026-05-21,Founder,D-IH-82-K,v3.1,,,,event_triggered,,,,pattern_capability_doctrine_bearer_class_framing
Internal,Employee,Holistika,People,People,CPO,Holistika People and Organisational Development,hol_peopl_prj_1,Holistika People and Organisational Development,hol_peopl_prj_1,Talent-H bearer-class processes,hol_peopl_ws_talent_h,workstream,,,,Talent-H (human bearer-class) workstream per HOLISTIKA_CAPABILITY_DOCTRINE.md §4.1. Per D-IH-82-J anti-over-horizontalism rework: Talent-H is an OVERLAY classification on existing People-area roles (CPO inherits Talent-H authority; People Operations Lead inherits Talent-H coordination); the only NEW Talent-H role minted at I82 P1 is Capability Curator (per-capability confidence-rating discipline). This workstream is the parent for processes owned by Talent-H roles — currently 1 process row at I82 P1 (per-capability confidence rating review). NEW workstream per D-IH-82-PREREQ atomic with paired-mint completeness doctrine per D-IH-86-CL (DIM-13).,,,3,1,high,3,2026-05-21,CPO,D-IH-82-J,v3.1,,,,,,,,pattern_capability_doctrine_bearer_class_framing
